backbone,arm,fold,n_val,fs_method,auc,accuracy,sensitivity,specificity,precision,f1,balanced_accuracy,brier_score,tp,tn,fp,fn
convnext_tiny,cnn_only,4,251,mutual_info_classif,0.9136726546906189,0.8844621513944223,0.7857142857133503,0.9341317365263868,0.8571428571428571,0.8198757763975155,0.8599230111198686,0.1033958744173095,66,156,11,18
convnext_tiny,radiomics_only,4,251,mutual_info_classif,0.9287852865697177,0.8924302788844621,0.8095238095228457,0.9341317365263868,0.8607594936708861,0.8343558282208589,0.8718277730246162,0.09047026940833076,68,156,11,16
convnext_tiny,fusion_late,4,251,mutual_info_classif,0.9387653264898774,0.8884462151394422,0.7857142857133503,0.940119760478479,0.868421052631579,0.825,0.8629170230959147,0.0859391286760459,66,157,10,18
convnext_tiny,fusion_early,4,251,mutual_info_classif,0.9127459366980325,0.8804780876494024,0.8095238095228457,0.9161676646701101,0.8292682926829268,0.8192771084337349,0.8628457370964779,0.11000992099497693,68,153,14,16
convnext_tiny,fusion_intermediate,4,251,mutual_info_classif,0.9514542343883662,0.900398406374502,0.845238095237089,0.9281437125742946,0.8554216867469879,0.8502994011976048,0.8866909039056918,0.07819269777314862,71,155,12,13
inception_resnet_v2,cnn_only,0,292,mutual_info_classif,0.9046847138920407,0.8595890410958904,0.645161290321887,0.9597989949743921,0.8823529411764706,0.7453416149068323,0.8024801426481396,0.10150405557798431,60,191,8,33
inception_resnet_v2,radiomics_only,0,292,mutual_info_classif,0.9371589128437888,0.8835616438356164,0.7849462365582958,0.929648241205563,0.8390804597701149,0.8111111111111111,0.8572972388819293,0.08382506624737415,73,185,14,20
inception_resnet_v2,fusion_late,0,292,mutual_info_classif,0.944561517263738,0.9006849315068494,0.7419354838701699,0.9748743718588067,0.9324324324324325,0.8263473053892215,0.8584049278644883,0.07978256053180235,69,194,5,24
inception_resnet_v2,fusion_early,0,292,mutual_info_classif,0.9136542929702274,0.8835616438356164,0.7311827956981385,0.954773869346254,0.8831168831168831,0.8,0.8429783325221962,0.1072809247950319,68,190,9,25
inception_resnet_v2,fusion_intermediate,0,292,mutual_info_classif,0.9154374020640839,0.8835616438356164,0.720430107526107,0.9597989949743921,0.8933333333333333,0.7976190476190477,0.8401145512502496,0.08919044929406705,67,191,8,26
inception_resnet_v2,cnn_only,1,254,mutual_info_classif,0.9143652322843073,0.8818897637795275,0.7160493827151654,0.9595375722537807,0.8923076923076924,0.7945205479452054,0.8377934774844731,0.09242559853351329,58,166,7,23
inception_resnet_v2,radiomics_only,1,254,mutual_info_classif,0.9556126454006995,0.905511811023622,0.8024691358014784,0.9537572254329748,0.8904109589041096,0.8441558441558441,0.8781131806172267,0.07327310822866823,65,165,8,16
inception_resnet_v2,fusion_late,1,254,mutual_info_classif,0.9578962392064512,0.9015748031496063,0.790123456789148,0.9537572254329748,0.8888888888888888,0.8366013071895425,0.8719403411110613,0.06860371776562092,64,165,8,17
inception_resnet_v2,fusion_early,1,254,mutual_info_classif,0.9421965317919075,0.8937007874015748,0.7530864197521566,0.9595375722537807,0.8970588235294118,0.8187919463087249,0.8563119960029686,0.08492321977696766,61,166,7,20
inception_resnet_v2,fusion_intermediate,1,254,mutual_info_classif,0.8952401341611361,0.8464566929133859,0.7160493827151654,0.9075144508665275,0.7837837837837838,0.7483870967741936,0.8117819167908464,0.1028410121060742,58,157,16,23
